symbol,ThaiCompanyName,EngCompanyName,logo
SET:EKH,บริษัท เอกชัยการแพทย์ จำกัด (มหาชน),EKACHAI MEDICAL CARE PCL,https://s3-symbol-logo.tradingview.com/ekachai-medical-care-pcl-non-voting.svg
SET:EMC,บริษัท อีเอ็มซี จำกัด (มหาชน),EMC PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/emc-public-company-ltd-non-voting.svg
SET:EP,บริษัท อีสเทอร์น พาวเวอร์ กรุ๊ป จำกัด (มหาชน),EASTERN POWER GROUP PCL,https://s3-symbol-logo.tradingview.com/eastern-power-pcl-non-voting.svg
SET:EPG,บริษัท อีสเทิร์นโพลีเมอร์ กรุ๊ป จำกัด (มหาชน),EASTERN POLYMER GROUP PCL,https://s3-symbol-logo.tradingview.com/eastern-polymer-group-public-company.svg
SET:ERW,บริษัท ดิ เอราวัณ กรุ๊ป จำกัด (มหาชน),ERAWAN GROUP PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/erawan-public-company-ltd-non-voting.svg
SET:ESTAR,บริษัท อีสเทอร์น สตาร์ เรียล เอสเตท จำกัด (มหาชน),EASTERN STAR REAL ESTATE,https://s3-symbol-logo.tradingview.com/eastern-star-real-estate-non-voting.svg
SET:ETC,บริษัท เอิร์ธ เท็ค เอนไวรอนเมนท์ จำกัด (มหาชน),EARTH TECH ENVIRONMENT PLC,https://s3-symbol-logo.tradingview.com/earth-tech-environment.svg
SET:ETE,บริษัท บูรพา เทคนิคอล เอ็นจิเนียริ่ง จำกัด (มหาชน),EASTERN TECHNICAL ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/eastern-technical-engineering-pcl-non-voting.svg
SET:ETL,บริษัท ยูโรเอเชีย โทเทิล โลจิสติกส์ จำกัด (มหาชน),EUROASIA TOTAL LOGISTICS PCL,https://s3-symbol-logo.tradingview.com/euroasia-total-logistics-pcl-non-voting.svg
SET:EURO,บริษัท ยูโร ครีเอชั่นส์ จำกัด (มหาชน),EURO CREATIONS PCL,https://s3-symbol-logo.tradingview.com/euro-creations-pcl-non-voting.svg
SET:EVER,บริษัท เอเวอร์แลนด์ จำกัด (มหาชน),EVERLAND PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/everland-public-company-limited-non-voting.svg
SET:F&D,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),FOOD & DRINK PUBLIC CO,https://s3-symbol-logo.tradingview.com/food-and-drink-public-co-non-voting.svg
SET:FANCY,บริษัท แฟนซีวู๊ด อินดัสตรีส จำกัด (มหาชน),FANCYWOOD INDUSTRIES,https://s3-symbol-logo.tradingview.com/fancywood-industries-non-voting.svg
SET:FE,บริษัท ฟาร์อีสท์ เฟมไลน์ ดีดีบี จำกัด (มหาชน),FAR EAST FAME LINE,https://s3-symbol-logo.tradingview.com/far-east-fame-line-non-voting.svg
SET:FLOYD,บริษัท ฟลอยด์ จำกัด (มหาชน),FLOYD PCL,https://s3-symbol-logo.tradingview.com/floyd-pcl-non-voting.svg
SET:FM,บริษัท ฟู้ดโมเม้นท์ จำกัด (มหาชน),FOOD MOMENTS PCL,https://s3-symbol-logo.tradingview.com/food-moments-pcl-non-voting.svg
SET:FMT,บริษัท ไฟน์ เม็ททัล เทคโนโลยีส์ จำกัด (มหาชน),FINE METAL TECHNOLOGIES PCL,https://s3-symbol-logo.tradingview.com/fine-metal-technologies-pcl-non-voting.svg
SET:FN,บริษัท เอฟเอ็น แฟคตอรี่ เอ๊าท์เลท จำกัด (มหาชน),FN FACTORY OUTLET PCL,https://s3-symbol-logo.tradingview.com/fn-factory-outlet-pcl-non-voting.svg
SET:FNS,บริษัท เอฟเอ็นเอส โฮลดิ้งส์ จำกัด (มหาชน),FNS HOLDINGS PCL,https://s3-symbol-logo.tradingview.com/fns-pcl-non-voting.svg
SET:FORTH,บริษัท ฟอร์ท คอร์ปอเรชั่น  จำกัด (มหาชน),FORTH CORPORATION PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/forth-corporation.svg
SET:FPI,บริษัท ฟอร์จูน พาร์ท อินดัสตรี้ จำกัด (มหาชน),FORTUNE PARTS INDUSTRY PCL,https://s3-symbol-logo.tradingview.com/fortune-parts-industry-pcl-non-voting.svg
SET:FPT,บริษัท เฟรเซอร์ส พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด (มหาชน),FRASERS PROPERTY (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/frasers-property-thailand-public-company.svg
SET:FSMART,บริษัท ฟอร์ท สมาร์ท เซอร์วิส จำกัด (มหาชน),FORTH SMART PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/forth-smart-service.svg
SET:FSX,บริษัท ฟินันเซีย เอกซ์ จำกัด (มหาชน),FINANSIA X PCL,https://s3-symbol-logo.tradingview.com/finansia-x-pcl-non-voting.svg
SET:FTE,บริษัท ไฟร์เทรดเอ็นจิเนียริ่ง จำกัด (มหาชน),FIRETRADE ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/firetrade-engineering-pcl-non-voting.svg
SET:FTI,บริษัท ฟังก์ชั่น อินเตอร์เนชั่นแนล จำกัด (มหาชน),FUNCTION INTERNATIONAL PCL,https://s3-symbol-logo.tradingview.com/function-international-pcl-non-voting.svg
SET:FVC,บริษัท ฟิลเตอร์ วิชั่น จำกัด (มหาชน),FILTER VISION PCL,https://s3-symbol-logo.tradingview.com/filter-vision-pcl-non-voting.svg
SET:GABLE,บริษัท จีเอเบิล จำกัด (มหาชน),G-ABLE PCL,https://s3-symbol-logo.tradingview.com/g-able-pcl-non-voting.svg
SET:GBX,บริษัท โกลเบล็ก โฮลดิ้ง แมนเนจเม้นท์ จำกัด (มหาชน),GLOBLEX HLDG MANAGEMENT,https://s3-symbol-logo.tradingview.com/globlex-holding-management.svg
SET:GC,บริษัท โกลบอล คอนเน็คชั่นส์ จำกัด (มหาชน),GLOBAL CONNECTIONS PUBLIC COMPANY,https://s3-symbol-logo.tradingview.com/global-connections-public-company-non-voting.svg
SET:GCAP,บริษัท จี แคปปิตอล จำกัด (มหาชน),G CAPITAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/g-capital-public-co-ltd-non-voting.svg
SET:GEL,บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด (มหาชน),GENERAL ENGINEERING,https://s3-symbol-logo.tradingview.com/general-engineering-non-voting.svg
SET:GENCO,บริษัทบริหารและพัฒนาเพื่อการอนุรักษ์สิ่งแวดล้อม จำกัด(มหาชน),GENERAL ENVIRONMENT CONSERVATION,https://s3-symbol-logo.tradingview.com/general-environment-conservation-non-voting.svg
SET:GFC,บริษัท เจเนซีส เฟอร์ทิลีตี เซ็นเตอร์ จำกัด (มหาชน),GENESIS FERTILITY CENTER PCL,https://s3-symbol-logo.tradingview.com/genesis-fertility-center-pcl-non-voting.svg
SET:GFPT,บริษัท จีเอฟพีที จำกัด (มหาชน),GFPT PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/gfpt-public-company-limited.svg
SET:GGC,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),GLOBAL GREEN CHEMICALS PCL,https://s3-symbol-logo.tradingview.com/global-green-chemicals-pcl-non-voting.svg
SET:GJS,บริษัท จี เจ สตีล จำกัด (มหาชน),G J STEEL PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/g-j-steel.svg
SET:GLOBAL,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน),SIAM GLOBAL HOUSE PUBLIC COMPANY LT,https://s3-symbol-logo.tradingview.com/siam-global-house.svg
SET:GLOCON,บริษัท โกลบอล คอนซูเมอร์ จำกัด (มหาชน),GLOBAL CONSUMER PCL,https://s3-symbol-logo.tradingview.com/global-consumer.svg
SET:GLORY,บริษัท รุ่งเรืองตลอดไป จำกัด (มหาชน),GLORY FOREVER PCL,https://s3-symbol-logo.tradingview.com/glory-forever-pcl-non-voting.svg
SET:GPI,บริษัท กรังด์ปรีซ์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),GRAND PRIX INTERNATIONAL LTD,https://s3-symbol-logo.tradingview.com/grand-prix-international-ltd-non-voting.svg
SET:GPSC,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),GLOBAL POWER SYNERGY PCL,https://s3-symbol-logo.tradingview.com/global-power-synergy.svg
SET:GRAMMY,บริษัท จีเอ็มเอ็ม แกรมมี่ จำกัด (มหาชน),GMM GRAMMY PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/gmm-grammy-public-company-ltd-non-voting.svg
SET:GRAND,บริษัท แกรนด์ แอสเสท โฮเทลส์ แอนด์ พรอพเพอร์ตี้ จำกัด(มหาชน),GRANDE ASSET HOTEL & PROPERTY PCL,https://s3-symbol-logo.tradingview.com/grande-asset-hotel-and-property-pcl-non-voting.svg
SET:GREEN,บริษัท กรีน รีซอร์สเซส จำกัด (มหาชน),GREEN RESOURCES PCL,https://s3-symbol-logo.tradingview.com/green-resources-pcl-non-voting.svg
SET:GTB,บริษัท เจตาแบค จำกัด (มหาชน),GETABEC PCL,https://s3-symbol-logo.tradingview.com/getabec-pcl-non-voting.svg
SET:GTV,บริษัท กรีนเทค เวนเจอร์ส จำกัด (มหาชน),GREEN TECH VENTURES PCL,https://s3-symbol-logo.tradingview.com/united-power-of-asia.svg
SET:GULF,บริษัท กัลฟ์ ดีเวลลอปเมนท์ จำกัด (มหาชน),GULF DEVELOPMENT PUBLIC COMPANY LIM,https://s3-symbol-logo.tradingview.com/gulf-development-public-company-lim-foreign.svg
SET:GUNKUL,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),GUNKUL ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/gunkul-engineering.svg
SET:GYT,บริษัท กู๊ดเยียร์(ประเทศไทย) จำกัด (มหาชน),GOODYEAR(THAILAND),https://s3-symbol-logo.tradingview.com/goodyear-tire-and-rubber.svg
SET:HANA,บริษัท ฮานา ไมโครอิเล็คโทรนิคส จำกัด (มหาชน),HANA MICROELECTRONICS CO,https://s3-symbol-logo.tradingview.com/hana-microelectronics.svg
SET:HARN,บริษัท หาญ เอ็นจิเนียริ่ง โซลูชั่นส์ จำกัด (มหาชน),HARN ENGINEERING SOLUTIONS PCL,https://s3-symbol-logo.tradingview.com/harn-engineering-solutions-pcl-non-voting.svg
SET:HEALTH,บริษัท เฮลท์ เอ็มไพร์ คอร์ปอเรชั่น จำกัด (มหาชน),HEALTH EMPIRE CORPORATION PLC,https://s3-symbol-logo.tradingview.com/health-empire-plc-non-voting.svg
SET:HENG,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),HENG LEASING AND CAPITAL PCL,https://s3-symbol-logo.tradingview.com/heng-leasing-and-capital.svg
SET:HFT,บริษัท ฮั้วฟง รับเบอร์ (ไทยแลนด์) จำกัด (มหาชน),HWA FONG RUBBER(THAILAND),https://s3-symbol-logo.tradingview.com/hwa-fong-rubber-thailand-non-voting.svg
SET:HL,บริษัท เฮลท์ลีด จำกัด (มหาชน),HEALTHLEAD PCL,https://s3-symbol-logo.tradingview.com/healthlead-pcl-non-voting.svg
SET:HMPRO,บริษัท โฮม โปรดักส์ เซ็นเตอร์ จำกัด (มหาชน),HOME PRODUCT CENTER PLC,https://s3-symbol-logo.tradingview.com/home-product-center.svg
SET:HPT,บริษัท โฮม พอตเทอรี่ จำกัด (มหาชน),HOME POTTERY PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/home-pottery-public-company-limited-non-voting.svg
SET:HTC,บริษัท หาดทิพย์ จำกัด (มหาชน),HAAD THIP,https://s3-symbol-logo.tradingview.com/haad-thip-non-voting.svg
SET:HTECH,บริษัท แฮลเซี่ยน เทคโนโลยี่ จำกัด (มหาชน),HALCYON TECHNOLOGY PCL,https://s3-symbol-logo.tradingview.com/halcyon-technology-public-company.svg
SET:HUMAN,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),HUMANICA PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/humanica-public-company-limited-non-voting.svg
SET:HYDRO,บริษัท ไฮโดรเท็ค จำกัด (มหาชน),HYDROTEK PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/hydrotek-public-company-limited-non-voting.svg
SET:I2,บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),I2 ENTERPRISE PCL,https://s3-symbol-logo.tradingview.com/i2-enterprise-pcl-non-voting.svg
SET:ICC,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),ICC INTERNATIONAL,https://s3-symbol-logo.tradingview.com/icc-international-non-voting.svg
SET:ICHI,บริษัท อิชิตัน กรุ๊ป จำกัด (มหาชน),ICHITAN GROUP PCL,https://s3-symbol-logo.tradingview.com/ichitan-group-public-company-limited.svg
SET:ICN,บริษัท อินฟอร์เมชั่น แอนด์ คอมมิวนิเคชั่น เน็ทเวิร์คส จำกัด (มหาชน),INFORMATION & COMMUNICATION NETWORK,https://s3-symbol-logo.tradingview.com/information-and-communication-networks.svg
SET:IFS,บริษัท ไอเอฟเอส แคปปิตอล (ประเทศไทย) จำกัด (มหาชน),IFS CAPITAL (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/ifs-capital-thailand-pcl-non-voting.svg
SET:IHL,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน),INTERHIDES PUBLIC,https://s3-symbol-logo.tradingview.com/interhides-public-non-voting.svg
SET:IIG,บริษัท ไอแอนด์ไอ กรุ๊ป จำกัด (มหาชน),I&I GROUP PCL,https://s3-symbol-logo.tradingview.com/i-and-i-group.svg
SET:III,บริษัท ทริพเพิล ไอ โลจิสติกส์ จำกัด (มหาชน),TRIPLE I LOGISTICS PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/triple-i-logistics-public-company.svg
SET:ILINK,บริษัท อินเตอร์ลิ้งค์ คอมมิวนิเคชั่น จำกัด (มหาชน),INTERLINK COMMUNICATION PUBLIC CO,https://s3-symbol-logo.tradingview.com/interlink-telecom-public-company-limited.svg
SET:ILM,บริษัท อินเด็กซ์ ลิฟวิ่งมอลล์ จำกัด (มหาชน),INDEX LIVING MALL PCL,https://s3-symbol-logo.tradingview.com/index-living-mall-pcl-non-voting.svg
SET:IMH,บริษัท โรงพยาบาลอินเตอร์เมดิคัล แคร์ แอนด์ แล็บ จำกัด (มหาชน),INTERMEDICAL CARE&LAB HOSPITAL PCL,https://s3-symbol-logo.tradingview.com/intermedical-careandlab-hospital-pcl-non-voting.svg
SET:IND,บริษัท อินเด็กซ์ อินเตอร์เนชั่นแนล กรุ๊ป จำกัด (มหาชน),INDEX INTERNATIONAL GROUP PCL,https://s3-symbol-logo.tradingview.com/index-international-pcl-non-voting.svg
SET:INET,บริษัท อินเทอร์เน็ตประเทศไทย จำกัด (มหาชน),INTERNET THAILAND PCL (INET),https://s3-symbol-logo.tradingview.com/internet-thailand-pcl-inet-non-voting.svg
SET:INGRS,บริษัท อิงเกรส อินดัสเตรียล (ไทยแลนด์) จำกัด (มหาชน),INGRESS INDUSTRIAL (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/ingress-industrial-thailand-pcl-non-voting.svg
SET:INOX,บริษัท โพสโค-ไทยน๊อคซ์ จำกัด (มหาชน),POSCO-THAINOX PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/posco-thainox-public-company-ltd-non-voting.svg
SET:INSET,บริษัท อินฟราเซท จำกัด (มหาชน),INFRASET PCL,https://s3-symbol-logo.tradingview.com/infraset.svg
SET:INSURE,บริษัท อินทรประกันภัย จำกัด (มหาชน),INDARA INSURANCE PUBLIC CO,https://s3-symbol-logo.tradingview.com/indara-insurance-public-co-non-voting.svg
SET:IP,บริษัท อินเตอร์ ฟาร์มา จำกัด (มหาชน),INTER PHARMA PCL,https://s3-symbol-logo.tradingview.com/inter-pharma-pcl-non-voting.svg
SET:IRC,บริษัท อีโนเว รับเบอร์ (ประเทศไทย) จำกัด (มหาชน),INOUE RUBBER,https://s3-symbol-logo.tradingview.com/inoue-rubber-non-voting.svg
SET:IRCP,บริษัท อินเตอร์เนชั่นแนล รีเสริช คอร์ปอเรชั่น จำกัด (มหาชน),INTERNATIONAL RESEARCH CORPORATION,https://s3-symbol-logo.tradingview.com/international-research.svg
SET:IROYAL,บริษัท อินเตอร์รอแยล เอ็นจิเนียริ่ง จำกัด (มหาชน),INTERROYAL ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/interroyal-engineering-pcl-non-voting.svg
SET:IRPC,บริษัท ไออาร์พีซี จำกัด (มหาชน),IRPC PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/irpc.svg
SET:IT,บริษัท ไอที ซิตี้ จำกัด (มหาชน),IT CITY PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/it-city.svg
SET:ITC,บริษัท ไอ-เทล คอร์ปอเรชั่น จำกัด (มหาชน),I-TAIL CORPORATION PCL,https://s3-symbol-logo.tradingview.com/i-tail-pcl-non-voting.svg
SET:ITD,บริษัท อิตาเลียนไทย ดีเวล๊อปเมนต์ จำกัด (มหาชน),ITALIAN-THAI DEVELOPMENT PLC,https://s3-symbol-logo.tradingview.com/italian-thai-development.svg
SET:ITEL,บริษัท อินเตอร์ลิ้งค์ เทเลคอม จำกัด (มหาชน),INTERLINK TELECOM PCL,https://s3-symbol-logo.tradingview.com/interlink-telecom-public-company-limited.svg
SET:ITNS,บริษัท อินเตอร์เนชั่นแนล เน็ตเวิร์ค ซิสเต็ม จำกัด (มหาชน),INTERNATIONAL NETWORK SYSTEM PCL,https://s3-symbol-logo.tradingview.com/international-network-system-pcl-non-voting.svg
SET:ITTHI,บริษัท อิทธิฤทธิ์ ไนซ์ คอร์ปอเรชั่น จำกัด (มหาชน),ITTHIRIT NICE CORPORATION PCL,https://s3-symbol-logo.tradingview.com/itthirit-nice-pcl-non-voting.svg
SET:IVF,บริษัท อินสไปร์ ไอวีเอฟ จำกัด (มหาชน),INSPIRE IVF PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/inspire-ivf-public-company-limited-non-voting.svg
SET:IVL,บริษัท อินโดรามา เวนเจอร์ส จำกัด (มหาชน),INDORAMA VENTURES PCL,https://s3-symbol-logo.tradingview.com/indorama-ventures.svg
SET:J,บริษัท เจเอเอส แอสเซ็ท จำกัด (มหาชน),JAS ASSET PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/jas-asset.svg
SET:JAK,บริษัท จักรไพศาล เอสเตท จำกัด (มหาชน),JAKPAISAN ESTATE PCL,https://s3-symbol-logo.tradingview.com/jakpaisan-estate-pcl-non-voting.svg
SET:JAS,บริษัท จัสมิน อินเตอร์เนชั่นแนล จำกัด (มหาชน),JASMINE INTERNATIONAL,https://s3-symbol-logo.tradingview.com/jasmine-international-public-company.svg
SET:JCK,บริษัท เจซีเค อินเตอร์เนชั่นแนล จำกัด (มหาชน),JCK INTERNATIONAL PCL,https://s3-symbol-logo.tradingview.com/jck-international-pcl-non-voting.svg
SET:JCKH,บริษัท เจซีเค ฮอสพิทอลลิตี้ จำกัด (มหาชน),JCK HOSPITALITY PCL,https://s3-symbol-logo.tradingview.com/jck-international-pcl-non-voting.svg
SET:JCT,บริษัท แจ๊กเจียอุตสาหกรรม (ไทย) จำกัด (มหาชน),JACK CHIA INDUSTRIES,https://s3-symbol-logo.tradingview.com/jack-chia-industries-non-voting.svg
SET:JDF,บริษัท เจดีฟู้ด จำกัด (มหาชน),JD FOOD PCL,https://s3-symbol-logo.tradingview.com/jd-food-pcl-non-voting.svg
SET:JMART,บริษัท เจมาร์ท กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),JAYMART GROUP HOLDINGS PC,https://s3-symbol-logo.tradingview.com/jay-mart.svg
SET:JMT,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส จำกัด (มหาชน),JMT NETWORK SERVICES PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/jmt-network-services.svg
SET:JPARK,บริษัท เจนก้องไกล จำกัด (มหาชน),JENKONGKLAI PCL,https://s3-symbol-logo.tradingview.com/jenkongklai-pcl-non-voting.svg
SET:JR,บริษัท เจ.อาร์.ดับเบิ้ลยู. ยูทิลิตี้ จำกัด (มหาชน),J.R.W. UTILITY PCL,https://s3-symbol-logo.tradingview.com/jrw-utility-pcl-non-voting.svg
SET:JSP,บริษัท โรงงานเภสัชอุตสาหกรรม เจเอสพี (ประเทศไทย) จำกัด (มหาชน),JSP PHARMACEUTICAL MANUFACTURING (T,https://s3-symbol-logo.tradingview.com/jsp-pharmaceutical-manufacturing-t-non-voting.svg
SET:JTS,บริษัท จัสมิน เทคโนโลยี โซลูชั่น จำกัด (มหาชน),JASMINE TECHNOLOGY SOLUTION PCL,https://s3-symbol-logo.tradingview.com/jasmine-technology-solution-public-company.svg
SET:JUBILE,บริษัท ยูบิลลี่ เอ็นเตอร์ไพรส์ จำกัด (มหาชน),JUBILEE ENTERPRISE PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/jubilee-enterprise-public-co-ltd-non-voting.svg
SET:K,บริษัท คิงส์เมน ซี.เอ็ม.ที.ไอ. จำกัด (มหาชน),KINGSMEN C.M.T.I. PCL,https://s3-symbol-logo.tradingview.com/kingsmen-c-m-t-i-public-company-limited.svg
SET:KAMART,บริษัท คาร์มาร์ท จำกัด (มหาชน),KARMARTS PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/karmarts-public-company-limited-non-voting.svg
SET:KASET,บริษัท ไทยฮา จำกัด (มหาชน),THAI HA PLC,https://s3-symbol-logo.tradingview.com/thai-ha-plc-non-voting.svg
SET:KBANK,ธนาคารกสิกรไทย จำกัด (มหาชน),KASIKORNBANK PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/kasikornbank.svg
SET:KBS,บริษัท น้ำตาลครบุรี จำกัด (มหาชน),KHONBURI SUGAR PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/khonburi-sugar-public-co-ltd-non-voting.svg
SET:KC,บริษัท เค.ซี. พร็อพเพอร์ตี้ จำกัด (มหาชน),K.C. PROPERTY PLC.CO LTD,https://s3-symbol-logo.tradingview.com/kc-property-plcco-ltd-non-voting.svg
SET:KCAR,บริษัท กรุงไทยคาร์เร้นท์ แอนด์ ลีส จำกัด (มหาชน),KRUNGTHAI CAR RENT AND LEASE PCL,https://s3-symbol-logo.tradingview.com/krungthai-car-rent-and-lease-pcl-non-voting.svg
SET:KCC,บริษัท ไนท คลับ แคปปิตอล โฮลดิ้ง จำกัด (มหาชน),KNIGHT CLUB CAPITAL HOLDING PCL,https://s3-symbol-logo.tradingview.com/knight-club-capital-pcl-non-voting.svg
SET:KCE,บริษัท เคซีอี อีเลคโทรนิคส์ จำกัด (มหาชน),KCE ELECTRONICS,https://s3-symbol-logo.tradingview.com/kce-electronics.svg
SET:KCG,บริษัท เคซีจี คอร์ปอเรชั่น จำกัด (มหาชน),KCG CORPORATION PCL,https://s3-symbol-logo.tradingview.com/kcg-pcl-non-voting.svg
SET:KCM,บริษัท เค.ซี.เมททอลชีท จำกัด (มหาชน),K.C. METALSHEET PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/kc-metalsheet-public-company-ltd-non-voting.svg
SET:KDH,บริษัท ธนบุรี เมดิเคิล เซ็นเตอร์ จำกัด (มหาชน),THONBURI MEDICAL CENTRE PUB CO LTD,https://s3-symbol-logo.tradingview.com/thonburi-medical-centre-pub-co-ltd-non-voting.svg
SET:KEX,บริษัท เคอีเอ็กซ์ เอ็กซ์เพรส (ประเทศไทย) จำกัด (มหาชน),KEX EXPRESS (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/kerry-express.svg
SET:KGEN,บริษัท คิง เจน จำกัด (มหาชน),KING GEN PCL,https://s3-symbol-logo.tradingview.com/king-gen-pcl-non-voting.svg
SET:KGI,บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน),KGI SECURITIES(THAILAND)PUBLIC CO,https://s3-symbol-logo.tradingview.com/singer.svg
SET:KIAT,บริษัท เกียรติธนา ขนส่ง จำกัด (มหาชน),KIATTANA TRANSPORT PCL,https://s3-symbol-logo.tradingview.com/kiattana-transport-pcl-non-voting.svg
SET:KISS,บริษัท โรจูคิส อินเตอร์เนชั่นแนล จำกัด (มหาชน),ROJUKISS INTERNATIONAL PCL,https://s3-symbol-logo.tradingview.com/rojukiss-international.svg
SET:KJL,บริษัท กิจเจริญ เอ็นจิเนียริ่ง อีเลคทริค จำกัด (มหาชน),KIJCHAROEN ENGINEERING ELECTRIC PCL,https://s3-symbol-logo.tradingview.com/kijcharoen-engineering-electric-pcl-non-voting.svg
SET:KK,บริษัท เคแอนด์เค ซุปเปอร์สโตร์ เซาท์เทิร์น จำกัด (มหาชน),K&K SUPERSTORE SOUTHERN PCL,https://s3-symbol-logo.tradingview.com/k-and-k.svg
SET:KKP,ธนาคารเกียรตินาคินภัทร จำกัด (มหาชน),KIATNAKIN PHATRA BANK PCL,https://s3-symbol-logo.tradingview.com/kiatnakin-phatra-bank.svg
SET:KLINIQ,บริษัท เดอะคลีนิกค์ คลินิกเวชกรรม จำกัด (มหาชน),THE KLINIQUE MEDICAL CLINIC PCL,https://s3-symbol-logo.tradingview.com/the-klinique-medical-clinic-pcl-non-voting.svg
SET:KOOL,บริษัท ซีแอล เวนเจอร์ จำกัด (มหาชน),CL VENTURE PCL,https://s3-symbol-logo.tradingview.com/cl-venture-pcl-non-voting.svg
SET:KSL,บริษัท น้ำตาลขอนแก่น จำกัด (มหาชน),KHON KAEN SUGAR INDUSTRY PCL,https://s3-symbol-logo.tradingview.com/khon-kaen-sugar-industry-public-company.svg
SET:KTB,ธนาคารกรุงไทย จำกัด (มหาชน),KRUNG THAI BANK PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/krung-thai-bank.svg
SET:KTC,บริษัท บัตรกรุงไทย จำกัด (มหาชน),KRUNGTHAI CARD PUBLIC CO LIMITED,https://s3-symbol-logo.tradingview.com/krungthai-card.svg
SET:KTIS,บริษัท เกษตรไทย อินเตอร์เนชั่นแนล ชูการ์ คอร์ปอเรชั่น จำกัด (มหาชน),KASET THAI INTERNATIONAL SUGAR CORP,https://s3-symbol-logo.tradingview.com/kaset-thai-international-sugar.svg
SET:KTMS,บริษัท เคที เมดิคอล เซอร์วิส จำกัด (มหาชน),KT MEDICAL SERVICE COMPANY LTD,https://s3-symbol-logo.tradingview.com/kt-medical-service-company-ltd-non-voting.svg
SET:KUMWEL,บริษัท คัมเวล คอร์ปอเรชั่น จำกัด (มหาชน),KUMWELL CORPORATION PCL,https://s3-symbol-logo.tradingview.com/kumwell-pcl-non-voting.svg
SET:KUN,บริษัท วิลล่า คุณาลัย จำกัด (มหาชน),VILLA KUNALAI PCL,https://s3-symbol-logo.tradingview.com/villa-kunalai-pcl-non-voting.svg
SET:KWC,บริษัท กรุงเทพโสภณ จำกัด (มหาชน),KRUNGDHEP SOPHON PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/krungdhep-sophon-public-company-ltd-non-voting.svg
SET:KWM,บริษัท เค. ดับบลิว. เม็ททัล เวิร์ค จำกัด (มหาชน),K. W. METAL WORK PCL,https://s3-symbol-logo.tradingview.com/k-w-metal-work-pcl-non-voting.svg
SET:KYE,บริษัท กันยงอีเลคทริก จำกัด (มหาชน),KANG YONG ELECTRIC PUBLIC CO,https://s3-symbol-logo.tradingview.com/kang-yong-electric-public-co-non-voting.svg
